#
# ROI List for FR-Hes
#
# Site: FR-Hes
# Veg Type: DB
# ROI ID Number: 1000
# Owner: 
# Creation Date: 2020-01-31
# Creation Time: 16:14:26
# Update Date: 2020-01-31
# Update Time: 16:14:26
# Description: 
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2011-02-28,12:05:00,9999-12-31,00:00:00,FR-Hes_DB_1000_01.tif,FR-Hes_2011_02_28_120500.jpg

